No,ID,Duration,Year,AMS_after_mm,AMS_before_mm,gap_filled
17,FL950429CF,6h,2001,24.0,24.0,
17,FL950429CF,6h,2002,10.6,2.0,*
17,FL950429CF,6h,2003,21.5,21.5,
17,FL950429CF,6h,2004,7.7,2.0,*
17,FL950429CF,6h,2005,28.7,28.7,
17,FL950429CF,6h,2006,28.3,28.3,
17,FL950429CF,6h,2007,220.6,220.6,
17,FL950429CF,6h,2009,24.9,,Y
17,FL950429CF,6h,2010,188.6,188.6,
17,FL950429CF,6h,2011,18.8,18.8,
17,FL950429CF,6h,2012,36.0,36.0,
17,FL950429CF,6h,2013,61.3,61.3,
17,FL950429CF,6h,2014,48.2,48.2,
17,FL950429CF,6h,2015,16.1,16.1,
17,FL950429CF,6h,2016,41.7,41.7,
17,FL950429CF,6h,2017,23.8,23.8,
17,FL950429CF,6h,2018,8.4,8.4,
17,FL950429CF,6h,2019,30.8,30.8,
17,FL950429CF,12h,1977,19.6,19.6,
17,FL950429CF,12h,1978,12.7,12.7,
17,FL950429CF,12h,1979,11.0,11.0,
17,FL950429CF,12h,1980,7.8,7.8,
17,FL950429CF,12h,1981,37.0,37.0,
17,FL950429CF,12h,1982,22.1,22.1,
17,FL950429CF,12h,1983,17.4,17.4,
17,FL950429CF,12h,1984,0.5,0.5,
17,FL950429CF,12h,1985,1.7,1.7,
17,FL950429CF,12h,1986,16.6,16.6,
17,FL950429CF,12h,1987,23.7,23.7,
17,FL950429CF,12h,1988,10.8,10.8,
17,FL950429CF,12h,1989,13.8,13.8,
17,FL950429CF,12h,1990,18.2,18.2,
17,FL950429CF,12h,1991,7.0,7.0,
17,FL950429CF,12h,1992,17.4,17.4,
17,FL950429CF,12h,1993,16.8,16.8,
17,FL950429CF,12h,1994,30.3,30.3,
17,FL950429CF,12h,1995,49.4,49.4,
17,FL950429CF,12h,1996,82.7,82.7,
17,FL950429CF,12h,1997,101.4,101.4,
17,FL950429CF,12h,1998,48.6,48.6,
17,FL950429CF,12h,1999,37.6,37.6,
17,FL950429CF,12h,2000,7.8,3.0,*
17,FL950429CF,12h,2001,24.1,24.1,
17,FL950429CF,12h,2002,10.7,2.7,*
17,FL950429CF,12h,2003,22.2,22.2,
17,FL950429CF,12h,2004,7.7,2.1,*
17,FL950429CF,12h,2005,42.3,42.3,
17,FL950429CF,12h,2006,28.7,28.7,
17,FL950429CF,12h,2007,308.2,308.2,
17,FL950429CF,12h,2009,30.0,,Y
17,FL950429CF,12h,2010,319.0,319.0,
17,FL950429CF,12h,2011,19.2,19.2,
17,FL950429CF,12h,2012,36.1,36.1,
17,FL950429CF,12h,2013,61.5,61.5,
17,FL950429CF,12h,2014,48.3,48.3,
17,FL950429CF,12h,2015,16.2,16.2,
17,FL950429CF,12h,2016,41.8,41.8,
17,FL950429CF,12h,2017,23.8,23.8,
17,FL950429CF,12h,2018,8.4,8.4,
17,FL950429CF,12h,2019,35.0,35.0,
17,FL950429CF,24h,1977,39.2,39.2,
17,FL950429CF,24h,1978,25.4,25.4,
17,FL950429CF,24h,1979,22.0,22.0,
17,FL950429CF,24h,1980,15.6,15.6,
17,FL950429CF,24h,1981,74.0,74.0,
17,FL950429CF,24h,1982,44.2,44.2,
17,FL950429CF,24h,1983,34.8,34.8,
17,FL950429CF,24h,1984,1.0,1.0,
17,FL950429CF,24h,1985,3.4,3.4,
17,FL950429CF,24h,1986,33.2,33.2,
17,FL950429CF,24h,1987,47.4,47.4,
17,FL950429CF,24h,1988,21.6,21.6,
17,FL950429CF,24h,1989,27.5,27.5,
17,FL950429CF,24h,1990,36.5,36.5,
17,FL950429CF,24h,1991,14.0,14.0,
17,FL950429CF,24h,1992,34.8,34.8,
17,FL950429CF,24h,1993,33.7,33.7,
17,FL950429CF,24h,1994,60.6,60.6,
17,FL950429CF,24h,1995,64.2,64.2,
17,FL950429CF,24h,1996,92.1,92.1,
17,FL950429CF,24h,1997,101.6,101.6,
17,FL950429CF,24h,1998,56.9,56.9,
17,FL950429CF,24h,1999,41.3,41.3,
17,FL950429CF,24h,2000,7.9,3.6,*
17,FL950429CF,24h,2001,24.2,24.2,
17,FL950429CF,24h,2002,10.7,2.9,*
17,FL950429CF,24h,2003,31.8,31.8,
17,FL950429CF,24h,2004,7.7,2.2,*
17,FL950429CF,24h,2005,64.3,64.3,
17,FL950429CF,24h,2006,28.8,28.8,
17,FL950429CF,24h,2007,360.5,360.5,
17,FL950429CF,24h,2009,42.0,,Y
17,FL950429CF,24h,2010,456.6,456.6,
17,FL950429CF,24h,2011,19.4,19.4,
17,FL950429CF,24h,2012,54.2,54.2,
17,FL950429CF,24h,2013,61.9,61.9,
17,FL950429CF,24h,2014,48.4,48.4,
17,FL950429CF,24h,2015,16.3,16.3,
17,FL950429CF,24h,2016,42.0,42.0,
17,FL950429CF,24h,2017,23.8,23.8,
17,FL950429CF,24h,2018,16.6,16.6,
17,FL950429CF,24h,2019,48.6,48.6,
18,FL544208AF,5min,1993,3.0,3.0,
18,FL544208AF,5min,1994,8.8,8.8,
18,FL544208AF,5min,1995,6.2,6.2,
18,FL544208AF,5min,1996,6.4,6.4,
18,FL544208AF,5min,1997,6.2,6.2,
18,FL544208AF,5min,1998,8.2,8.2,
18,FL544208AF,5min,1999,6.2,6.2,
18,FL544208AF,5min,2000,10.0,10.0,
18,FL544208AF,5min,2001,12.4,12.4,
18,FL544208AF,5min,2002,4.2,4.2,
18,FL544208AF,5min,2003,3.6,3.6,
18,FL544208AF,5min,2004,10.8,10.8,
18,FL544208AF,5min,2005,4.8,4.8,
18,FL544208AF,5min,2006,6.6,6.6,
18,FL544208AF,5min,2007,5.0,1.8,*
18,FL544208AF,5min,2008,6.2,6.2,
18,FL544208AF,5min,2009,10.4,10.4,
18,FL544208AF,5min,2010,27.8,4.6,*
18,FL544208AF,5min,2011,21.0,,Y
18,FL544208AF,5min,2012,24.5,3.0,*
18,FL544208AF,5min,2013,9.8,9.8,
18,FL544208AF,5min,2014,9.6,9.6,
18,FL544208AF,5min,2015,1.6,1.6,
18,FL544208AF,5min,2017,11.4,11.4,
18,FL544208AF,5min,2018,3.0,3.0,
18,FL544208AF,5min,2019,3.4,3.4,
18,FL544208AF,5min,2020,7.1,,Y
18,FL544208AF,5min,2021,0.6,,Y
18,FL544208AF,5min,2022,4.8,4.8,
18,FL544208AF,10min,1993,4.5,4.4,*
18,FL544208AF,10min,1994,16.6,16.6,
18,FL544208AF,10min,1995,12.2,12.2,
18,FL544208AF,10min,1996,11.6,11.6,
18,FL544208AF,10min,1997,11.6,11.6,
18,FL544208AF,10min,1998,9.7,9.7,
18,FL544208AF,10min,1999,9.0,9.0,
18,FL544208AF,10min,2000,18.4,18.4,
18,FL544208AF,10min,2001,20.8,20.8,
18,FL544208AF,10min,2002,8.2,8.2,
18,FL544208AF,10min,2003,6.6,6.6,
18,FL544208AF,10min,2004,15.2,15.2,
18,FL544208AF,10min,2005,9.4,9.4,
18,FL544208AF,10min,2006,12.4,12.4,
18,FL544208AF,10min,2007,6.8,3.4,*
18,FL544208AF,10min,2008,12.0,12.0,
18,FL544208AF,10min,2009,18.4,18.4,
18,FL544208AF,10min,2010,47.9,6.8,*
18,FL544208AF,10min,2011,32.8,,Y
18,FL544208AF,10min,2012,38.4,4.6,*
18,FL544208AF,10min,2013,12.8,12.8,
18,FL544208AF,10min,2014,17.0,17.0,
18,FL544208AF,10min,2015,2.8,2.8,
18,FL544208AF,10min,2017,17.0,17.0,
18,FL544208AF,10min,2018,4.2,4.2,
18,FL544208AF,10min,2019,5.6,5.6,
18,FL544208AF,10min,2020,12.3,,Y
18,FL544208AF,10min,2021,1.0,,Y
18,FL544208AF,10min,2022,8.6,8.6,
18,FL544208AF,15min,1993,5.5,5.0,*
18,FL544208AF,15min,1994,23.4,23.4,
18,FL544208AF,15min,1995,17.2,17.2,
18,FL544208AF,15min,1996,13.8,13.8,
18,FL544208AF,15min,1997,13.4,13.4,
18,FL544208AF,15min,1998,12.4,12.4,
18,FL544208AF,15min,1999,11.6,11.6,
18,FL544208AF,15min,2000,22.2,22.2,
18,FL544208AF,15min,2001,26.0,26.0,
18,FL544208AF,15min,2002,10.4,10.4,
18,FL544208AF,15min,2003,8.4,8.4,
18,FL544208AF,15min,2004,19.8,19.8,
18,FL544208AF,15min,2005,11.6,11.6,
18,FL544208AF,15min,2006,18.6,18.6,
18,FL544208AF,15min,2007,9.1,3.8,*
18,FL544208AF,15min,2008,16.0,16.0,
18,FL544208AF,15min,2009,20.8,20.8,
18,FL544208AF,15min,2010,64.2,9.2,*
18,FL544208AF,15min,2011,37.0,,Y
18,FL544208AF,15min,2012,45.1,5.4,*
18,FL544208AF,15min,2013,15.6,15.6,
18,FL544208AF,15min,2014,20.8,20.8,
18,FL544208AF,15min,2015,3.2,3.2,
18,FL544208AF,15min,2017,22.2,22.2,
18,FL544208AF,15min,2018,5.4,5.4,
18,FL544208AF,15min,2019,7.6,7.6,
18,FL544208AF,15min,2020,16.1,,Y
18,FL544208AF,15min,2021,1.4,,Y
18,FL544208AF,15min,2022,13.0,13.0,
18,FL544208AF,30min,1993,8.3,6.0,*
18,FL544208AF,30min,1994,42.4,42.4,
18,FL544208AF,30min,1995,24.0,24.0,
18,FL544208AF,30min,1996,13.9,13.9,
18,FL544208AF,30min,1997,18.4,18.4,
18,FL544208AF,30min,1998,19.2,19.2,
18,FL544208AF,30min,1999,15.6,15.6,
18,FL544208AF,30min,2000,25.7,25.7,
18,FL544208AF,30min,2001,37.6,37.6,
18,FL544208AF,30min,2002,16.0,16.0,
18,FL544208AF,30min,2003,11.2,11.2,
18,FL544208AF,30min,2004,23.0,23.0,
18,FL544208AF,30min,2005,16.6,16.6,
18,FL544208AF,30min,2006,34.8,34.8,
18,FL544208AF,30min,2007,12.9,4.0,*
18,FL544208AF,30min,2008,25.4,25.4,
18,FL544208AF,30min,2009,21.0,21.0,
18,FL544208AF,30min,2010,78.2,14.4,*
18,FL544208AF,30min,2011,57.9,,Y
18,FL544208AF,30min,2012,60.6,5.7,*
18,FL544208AF,30min,2013,30.0,30.0,
18,FL544208AF,30min,2014,26.0,26.0,
18,FL544208AF,30min,2015,3.8,3.8,
18,FL544208AF,30min,2017,23.8,23.8,
18,FL544208AF,30min,2018,7.6,7.6,
18,FL544208AF,30min,2019,11.8,11.8,
18,FL544208AF,30min,2020,24.1,,Y
18,FL544208AF,30min,2021,1.8,,Y
18,FL544208AF,30min,2022,24.3,24.3,
18,FL544208AF,1h,1993,12.7,7.9,*
18,FL544208AF,1h,1994,57.6,57.6,
18,FL544208AF,1h,1995,27.7,27.7,
18,FL544208AF,1h,1996,24.2,24.2,
18,FL544208AF,1h,1997,25.4,25.4,
18,FL544208AF,1h,1998,31.0,31.0,
18,FL544208AF,1h,1999,18.4,18.4,
18,FL544208AF,1h,2000,28.3,28.3,
18,FL544208AF,1h,2001,45.2,45.2,
18,FL544208AF,1h,2002,16.2,16.2,
18,FL544208AF,1h,2003,14.4,11.2,*
18,FL544208AF,1h,2004,23.2,23.2,
18,FL544208AF,1h,2005,20.6,20.6,
18,FL544208AF,1h,2006,46.4,46.4,
18,FL544208AF,1h,2007,19.8,4.0,*
18,FL544208AF,1h,2008,32.0,32.0,
18,FL544208AF,1h,2009,21.1,21.1,
18,FL544208AF,1h,2010,86.6,15.8,*
18,FL544208AF,1h,2011,64.3,,Y
18,FL544208AF,1h,2012,76.4,5.8,*
18,FL544208AF,1h,2013,40.6,40.6,
18,FL544208AF,1h,2014,29.4,29.4,
18,FL544208AF,1h,2015,4.4,4.4,
18,FL544208AF,1h,2017,23.8,23.8,
18,FL544208AF,1h,2018,10.6,10.6,
18,FL544208AF,1h,2019,12.2,12.2,
18,FL544208AF,1h,2020,27.6,,Y
18,FL544208AF,1h,2021,1.8,,Y
18,FL544208AF,1h,2022,33.5,33.5,
18,FL544208AF,2h,1993,20.3,9.5,*
18,FL544208AF,2h,1994,59.7,59.7,
18,FL544208AF,2h,1995,28.3,28.3,
18,FL544208AF,2h,1996,34.4,34.4,
18,FL544208AF,2h,1997,31.0,31.0,
18,FL544208AF,2h,1998,31.1,31.1,
18,FL544208AF,2h,1999,21.2,21.2,
18,FL544208AF,2h,2000,38.2,38.2,
18,FL544208AF,2h,2001,46.0,46.0,
18,FL544208AF,2h,2002,16.2,16.2,
18,FL544208AF,2h,2003,19.6,11.2,*
18,FL544208AF,2h,2004,23.2,23.2,
18,FL544208AF,2h,2005,24.2,24.2,
18,FL544208AF,2h,2006,55.5,55.5,
18,FL544208AF,2h,2007,25.1,4.0,*
18,FL544208AF,2h,2008,32.0,32.0,
18,FL544208AF,2h,2009,21.2,21.2,
18,FL544208AF,2h,2010,117.8,18.4,*
18,FL544208AF,2h,2011,69.4,,Y
18,FL544208AF,2h,2012,81.9,6.5,*
18,FL544208AF,2h,2013,44.1,44.1,
18,FL544208AF,2h,2014,48.0,48.0,
18,FL544208AF,2h,2015,4.6,4.6,
18,FL544208AF,2h,2017,23.9,23.9,
18,FL544208AF,2h,2018,10.6,10.6,
18,FL544208AF,2h,2019,13.2,13.2,
18,FL544208AF,2h,2020,45.6,,Y
18,FL544208AF,2h,2021,1.8,,Y
18,FL544208AF,2h,2022,36.4,36.4,
18,FL544208AF,3h,1993,20.4,9.6,*
18,FL544208AF,3h,1994,59.8,59.8,
18,FL544208AF,3h,1995,28.9,28.9,
18,FL544208AF,3h,1996,41.4,41.4,
18,FL544208AF,3h,1997,33.0,33.0,
18,FL544208AF,3h,1998,31.2,31.2,
18,FL544208AF,3h,1999,23.4,23.4,
18,FL544208AF,3h,2000,43.7,43.7,
18,FL544208AF,3h,2001,46.2,46.2,
18,FL544208AF,3h,2002,16.2,16.2,
18,FL544208AF,3h,2003,21.7,12.6,*
18,FL544208AF,3h,2004,23.2,23.2,
18,FL544208AF,3h,2005,30.6,30.6,
18,FL544208AF,3h,2006,61.2,61.2,
18,FL544208AF,3h,2007,27.4,5.0,*
18,FL544208AF,3h,2008,32.0,32.0,
18,FL544208AF,3h,2009,21.6,21.6,
18,FL544208AF,3h,2010,128.7,19.6,*
18,FL544208AF,3h,2011,91.7,,Y
18,FL544208AF,3h,2012,87.1,6.6,*
18,FL544208AF,3h,2013,45.8,45.8,
18,FL544208AF,3h,2014,51.0,51.0,
18,FL544208AF,3h,2015,4.6,4.6,
18,FL544208AF,3h,2017,23.9,23.9,
18,FL544208AF,3h,2018,10.7,10.7,
18,FL544208AF,3h,2019,14.4,14.4,
18,FL544208AF,3h,2020,63.9,,Y
18,FL544208AF,3h,2021,1.8,,Y
18,FL544208AF,3h,2022,36.6,36.6,
18,FL544208AF,6h,1993,20.9,9.8,*
18,FL544208AF,6h,1994,59.9,59.9,
18,FL544208AF,6h,1995,30.0,30.0,
18,FL544208AF,6h,1996,51.8,51.8,
18,FL544208AF,6h,1997,49.6,49.6,
18,FL544208AF,6h,1998,39.2,39.2,
18,FL544208AF,6h,1999,24.9,24.9,
18,FL544208AF,6h,2000,63.1,63.1,
18,FL544208AF,6h,2001,46.2,46.2,
18,FL544208AF,6h,2002,16.2,16.2,
18,FL544208AF,6h,2003,23.0,18.6,*
18,FL544208AF,6h,2004,23.3,23.3,
18,FL544208AF,6h,2005,52.2,52.2,
18,FL544208AF,6h,2006,69.2,69.2,
18,FL544208AF,6h,2007,47.2,5.0,*
18,FL544208AF,6h,2008,32.0,32.0,
18,FL544208AF,6h,2009,22.0,22.0,
18,FL544208AF,6h,2010,160.8,21.0,*
18,FL544208AF,6h,2011,105.0,,Y
18,FL544208AF,6h,2012,93.1,6.7,*
18,FL544208AF,6h,2013,47.2,47.2,
18,FL544208AF,6h,2014,61.3,61.3,
18,FL544208AF,6h,2015,4.6,4.6,
18,FL544208AF,6h,2017,24.0,24.0,
18,FL544208AF,6h,2018,10.7,10.7,
18,FL544208AF,6h,2019,14.5,14.5,
18,FL544208AF,6h,2020,81.0,,Y
18,FL544208AF,6h,2021,1.8,,Y
18,FL544208AF,6h,2022,36.6,36.6,
18,FL544208AF,12h,1993,21.2,9.9,*
18,FL544208AF,12h,1994,60.0,60.0,
18,FL544208AF,12h,1995,30.1,30.1,
18,FL544208AF,12h,1996,72.6,72.6,
18,FL544208AF,12h,1997,60.5,60.5,
18,FL544208AF,12h,1998,42.8,42.8,
18,FL544208AF,12h,1999,37.2,37.2,
18,FL544208AF,12h,2000,66.6,66.6,
18,FL544208AF,12h,2001,46.3,46.3,
18,FL544208AF,12h,2002,16.3,16.3,
18,FL544208AF,12h,2003,25.7,23.0,*
18,FL544208AF,12h,2004,23.3,23.3,
18,FL544208AF,12h,2005,72.3,72.3,
18,FL544208AF,12h,2006,69.2,69.2,
18,FL544208AF,12h,2007,55.1,5.1,*
18,FL544208AF,12h,2008,32.1,32.1,
18,FL544208AF,12h,2009,23.3,23.3,
18,FL544208AF,12h,2010,176.8,21.1,*
18,FL544208AF,12h,2011,105.8,,Y
18,FL544208AF,12h,2012,102.1,7.0,*
18,FL544208AF,12h,2013,47.3,47.3,
18,FL544208AF,12h,2014,73.8,73.8,
18,FL544208AF,12h,2015,4.7,4.7,
18,FL544208AF,12h,2017,24.1,24.1,
18,FL544208AF,12h,2018,14.7,14.7,
18,FL544208AF,12h,2019,14.6,14.6,
18,FL544208AF,12h,2020,81.5,,Y
18,FL544208AF,12h,2021,1.8,,Y
18,FL544208AF,12h,2022,36.6,36.6,
18,FL544208AF,24h,1993,21.7,10.6,*
18,FL544208AF,24h,1994,65.0,65.0,
18,FL544208AF,24h,1995,31.6,31.6,
18,FL544208AF,24h,1996,96.9,96.9,
18,FL544208AF,24h,1997,63.3,63.3,
18,FL544208AF,24h,1998,54.2,54.2,
18,FL544208AF,24h,1999,38.7,38.7,
18,FL544208AF,24h,2000,66.7,66.7,
18,FL544208AF,24h,2001,46.4,46.4,
18,FL544208AF,24h,2002,16.4,16.4,
18,FL544208AF,24h,2003,28.4,24.0,*
18,FL544208AF,24h,2004,24.4,24.4,
18,FL544208AF,24h,2005,96.8,96.8,
18,FL544208AF,24h,2006,69.3,69.3,
18,FL544208AF,24h,2007,60.2,8.0,*
18,FL544208AF,24h,2008,32.2,32.2,
18,FL544208AF,24h,2009,30.1,30.1,
18,FL544208AF,24h,2010,180.5,36.0,*
18,FL544208AF,24h,2011,106.0,,Y
18,FL544208AF,24h,2012,104.7,11.9,*
18,FL544208AF,24h,2013,47.5,47.5,
18,FL544208AF,24h,2014,84.9,84.9,
18,FL544208AF,24h,2015,4.8,4.8,
18,FL544208AF,24h,2017,24.3,24.3,
18,FL544208AF,24h,2018,19.0,19.0,
18,FL544208AF,24h,2019,19.3,19.3,
18,FL544208AF,24h,2020,81.6,,Y
18,FL544208AF,24h,2021,1.8,,Y
18,FL544208AF,24h,2022,36.6,36.6,
19,FL942459AF,5min,1994,5.8,5.8,
19,FL942459AF,5min,1995,8.0,8.0,
19,FL942459AF,5min,1996,11.4,11.4,
19,FL942459AF,5min,1997,9.0,9.0,
19,FL942459AF,5min,1998,9.2,9.2,
19,FL942459AF,5min,1999,2.6,2.6,
19,FL942459AF,5min,2000,2.4,2.4,
19,FL942459AF,5min,2001,4.6,4.6,
19,FL942459AF,5min,2002,2.6,2.6,
19,FL942459AF,5min,2003,3.2,2.2,*
19,FL942459AF,5min,2004,3.9,,Y
19,FL942459AF,5min,2005,5.0,,Y
19,FL942459AF,5min,2006,5.2,5.2,
19,FL942459AF,5min,2007,13.4,13.4,
19,FL942459AF,5min,2008,1.8,1.8,
19,FL942459AF,5min,2009,5.0,5.0,
19,FL942459AF,5min,2010,11.0,11.0,
19,FL942459AF,5min,2011,3.2,,Y
19,FL942459AF,5min,2012,10.8,10.8,
19,FL942459AF,5min,2013,3.4,,Y
19,FL942459AF,5min,2014,3.8,,Y
19,FL942459AF,5min,2015,0.7,,Y
19,FL942459AF,5min,2016,4.3,,Y
19,FL942459AF,5min,2017,0.8,0.8,
19,FL942459AF,5min,2018,2.6,2.6,
19,FL942459AF,5min,2019,13.4,13.4,
19,FL942459AF,10min,1994,10.8,10.8,
19,FL942459AF,10min,1995,11.6,11.6,
19,FL942459AF,10min,1996,18.8,18.8,
19,FL942459AF,10min,1997,15.8,15.8,
19,FL942459AF,10min,1998,15.4,15.4,
19,FL942459AF,10min,1999,4.0,4.0,
19,FL942459AF,10min,2000,3.2,3.2,
19,FL942459AF,10min,2001,8.0,8.0,
19,FL942459AF,10min,2002,4.2,4.2,
19,FL942459AF,10min,2003,5.8,2.6,*
19,FL942459AF,10min,2004,7.2,,Y
19,FL942459AF,10min,2005,10.0,,Y
19,FL942459AF,10min,2006,8.0,8.0,
19,FL942459AF,10min,2007,25.4,25.4,
19,FL942459AF,10min,2008,2.6,2.6,
19,FL942459AF,10min,2009,7.2,7.2,
19,FL942459AF,10min,2010,15.4,15.4,
19,FL942459AF,10min,2011,5.3,,Y
19,FL942459AF,10min,2012,19.0,19.0,
19,FL942459AF,10min,2013,5.0,,Y
19,FL942459AF,10min,2014,7.4,,Y
19,FL942459AF,10min,2015,1.3,,Y
19,FL942459AF,10min,2016,7.5,,Y
19,FL942459AF,10min,2017,1.2,1.2,
19,FL942459AF,10min,2018,3.8,3.8,
19,FL942459AF,10min,2019,24.8,24.8,
19,FL942459AF,15min,1994,14.0,14.0,
19,FL942459AF,15min,1995,14.6,14.6,
19,FL942459AF,15min,1996,24.6,24.6,
19,FL942459AF,15min,1997,18.0,18.0,
19,FL942459AF,15min,1998,20.0,20.0,
19,FL942459AF,15min,1999,5.4,5.4,
19,FL942459AF,15min,2000,3.4,3.4,
19,FL942459AF,15min,2001,11.4,11.4,
19,FL942459AF,15min,2002,5.4,5.4,
19,FL942459AF,15min,2003,6.4,3.0,*
19,FL942459AF,15min,2004,9.4,,Y
19,FL942459AF,15min,2005,15.0,,Y
19,FL942459AF,15min,2006,12.0,12.0,
19,FL942459AF,15min,2007,34.0,34.0,
19,FL942459AF,15min,2008,3.4,3.4,
19,FL942459AF,15min,2009,8.8,8.8,
19,FL942459AF,15min,2010,17.2,17.2,
19,FL942459AF,15min,2011,6.5,,Y
19,FL942459AF,15min,2012,21.2,21.2,
19,FL942459AF,15min,2013,6.9,,Y
19,FL942459AF,15min,2014,9.4,,Y
19,FL942459AF,15min,2015,2.0,,Y
19,FL942459AF,15min,2016,8.7,,Y
19,FL942459AF,15min,2017,1.2,1.2,
19,FL942459AF,15min,2018,4.8,4.8,
19,FL942459AF,15min,2019,31.8,31.8,
19,FL942459AF,30min,1994,16.7,16.7,
19,FL942459AF,30min,1995,16.0,16.0,
19,FL942459AF,30min,1996,33.8,33.8,
19,FL942459AF,30min,1997,26.4,26.4,
19,FL942459AF,30min,1998,30.6,30.6,
19,FL942459AF,30min,1999,6.6,6.6,
19,FL942459AF,30min,2000,6.2,6.2,
19,FL942459AF,30min,2001,13.5,13.5,
19,FL942459AF,30min,2002,6.6,6.6,
19,FL942459AF,30min,2003,10.4,3.4,*
19,FL942459AF,30min,2004,10.7,,Y
19,FL942459AF,30min,2005,20.1,,Y
19,FL942459AF,30min,2006,16.8,16.8,
19,FL942459AF,30min,2007,61.2,61.2,
19,FL942459AF,30min,2008,5.8,5.8,
19,FL942459AF,30min,2009,12.8,12.8,
19,FL942459AF,30min,2010,21.0,21.0,
19,FL942459AF,30min,2011,7.5,,Y
19,FL942459AF,30min,2012,22.6,22.6,
19,FL942459AF,30min,2013,11.1,,Y
19,FL942459AF,30min,2014,13.1,,Y
19,FL942459AF,30min,2015,4.0,,Y
19,FL942459AF,30min,2016,9.1,,Y
19,FL942459AF,30min,2017,1.2,1.2,
19,FL942459AF,30min,2018,5.0,5.0,
19,FL942459AF,30min,2019,39.4,39.4,
19,FL942459AF,1h,1994,23.4,17.3,*
19,FL942459AF,1h,1995,22.2,22.2,
19,FL942459AF,1h,1996,43.0,43.0,
19,FL942459AF,1h,1997,38.0,38.0,
19,FL942459AF,1h,1998,41.2,41.2,
19,FL942459AF,1h,1999,10.4,10.4,
19,FL942459AF,1h,2000,9.4,9.4,
19,FL942459AF,1h,2001,14.1,14.1,
19,FL942459AF,1h,2002,6.6,6.6,
19,FL942459AF,1h,2003,12.9,3.5,*
19,FL942459AF,1h,2004,15.7,,Y
19,FL942459AF,1h,2005,20.4,,Y
19,FL942459AF,1h,2006,23.3,17.3,*
19,FL942459AF,1h,2007,102.8,102.8,
19,FL942459AF,1h,2008,7.6,7.6,
19,FL942459AF,1h,2009,13.3,13.3,
19,FL942459AF,1h,2010,28.2,28.2,
19,FL942459AF,1h,2011,7.5,,Y
19,FL942459AF,1h,2012,28.6,28.6,
19,FL942459AF,1h,2013,15.3,,Y
19,FL942459AF,1h,2014,20.8,,Y
19,FL942459AF,1h,2015,7.9,,Y
19,FL942459AF,1h,2016,17.5,,Y
19,FL942459AF,1h,2017,1.2,1.2,
19,FL942459AF,1h,2018,6.4,6.4,
19,FL942459AF,1h,2019,41.0,41.0,
19,FL942459AF,2h,1994,37.9,19.6,*
19,FL942459AF,2h,1995,30.2,30.2,
19,FL942459AF,2h,1996,75.2,75.2,
19,FL942459AF,2h,1997,40.4,40.4,
19,FL942459AF,2h,1998,60.4,60.4,
19,FL942459AF,2h,1999,14.6,14.6,
19,FL942459AF,2h,2000,9.4,9.4,
19,FL942459AF,2h,2001,15.3,15.3,
19,FL942459AF,2h,2002,6.6,6.6,
19,FL942459AF,2h,2003,18.0,4.6,*
19,FL942459AF,2h,2004,16.5,,Y
19,FL942459AF,2h,2005,23.0,,Y
19,FL942459AF,2h,2006,30.0,18.2,*
19,FL942459AF,2h,2007,181.2,181.2,
19,FL942459AF,2h,2008,7.6,7.6,
19,FL942459AF,2h,2009,20.4,20.4,
19,FL942459AF,2h,2010,34.8,34.8,
19,FL942459AF,2h,2011,8.1,,Y
19,FL942459AF,2h,2012,40.8,40.8,
19,FL942459AF,2h,2013,30.1,,Y
19,FL942459AF,2h,2014,24.8,,Y
19,FL942459AF,2h,2015,10.7,,Y
19,FL942459AF,2h,2016,22.4,,Y
19,FL942459AF,2h,2017,1.2,1.2,
19,FL942459AF,2h,2018,7.2,7.2,
19,FL942459AF,2h,2019,41.2,41.2,
19,FL942459AF,3h,1994,38.0,19.8,*
19,FL942459AF,3h,1995,38.2,38.2,
19,FL942459AF,3h,1996,84.4,84.4,
19,FL942459AF,3h,1997,43.1,43.1,
19,FL942459AF,3h,1998,66.8,66.8,
19,FL942459AF,3h,1999,17.8,17.8,
19,FL942459AF,3h,2000,9.4,9.4,
19,FL942459AF,3h,2001,16.4,16.4,
19,FL942459AF,3h,2002,6.6,6.6,
19,FL942459AF,3h,2003,19.7,4.6,*
19,FL942459AF,3h,2004,16.5,,Y
19,FL942459AF,3h,2005,23.8,,Y
19,FL942459AF,3h,2006,30.4,18.5,*
19,FL942459AF,3h,2007,249.6,249.6,
19,FL942459AF,3h,2008,7.6,7.6,
19,FL942459AF,3h,2009,20.8,20.8,
19,FL942459AF,3h,2010,35.6,35.6,
19,FL942459AF,3h,2011,9.3,,Y
19,FL942459AF,3h,2012,43.6,43.6,
19,FL942459AF,3h,2013,33.1,,Y
19,FL942459AF,3h,2014,28.6,,Y
19,FL942459AF,3h,2015,10.7,,Y
19,FL942459AF,3h,2016,25.3,,Y
19,FL942459AF,3h,2017,1.2,1.2,
19,FL942459AF,3h,2018,7.2,7.2,
19,FL942459AF,3h,2019,42.0,42.0,
19,FL942459AF,6h,1994,38.2,19.8,*
19,FL942459AF,6h,1995,48.7,48.7,
19,FL942459AF,6h,1996,150.6,150.6,
19,FL942459AF,6h,1997,77.5,77.5,
19,FL942459AF,6h,1998,67.3,67.3,
19,FL942459AF,6h,1999,28.3,28.3,
19,FL942459AF,6h,2000,9.4,9.4,
19,FL942459AF,6h,2001,18.2,18.2,
